date,start_time,end_time,activity_id,activity_name,original_activity_name,activity_type,priority,occurrence_number,frequency_period,duration_minutes,facilitator,facilitator_role,equipment,location,mode,status,details,prep_required,metrics_to_collect,if_skipped_adjustment,notes
2026-08-31,07:00,08:00,ACT031,Strength Training #031,Strength Training #031,Fitness routine / exercise,31,2,week,60,Fitness Trainer 1,Fitness Trainer,"Dumbbells, Resistance Bands",Gym,in_person,scheduled,Full-body resistance session with controlled tempo,"Wear appropriate training clothes, prepare water, and confirm recovery status.","sets, reps, load, RPE",Reschedule within the same week if possible; otherwise reduce next session intensity by 10%.,Primary activity scheduled.
2026-08-31,08:00,08:20,ACT047,Fermented Food Serving #047,Fermented Food Serving #047,Food consumption,47,2,week,20,Self,Self,,Home,in_person,scheduled,"Add yogurt, kimchi, kefir, or sauerkraut",Prepare or order the meal according to the assigned nutrition guideline.,"serving_size, GI_comfort_score",Return to the plan at the next meal and note the reason for deviation.,Primary activity scheduled.
2026-08-31,08:30,08:45,ACT048,Blood Pressure Reading #048,Blood Pressure Reading #048,Medication consumption,48,2,week,15,Self,Self,Blood Pressure Cuff,Home,in_person,scheduled,Measure seated blood pressure after 5 minutes rest,"Confirm dose, timing, and any meal requirement before taking it.","systolic, diastolic, resting_hr",Follow clinician-approved missed-dose guidance and log the missed dose.,Primary activity scheduled.
2026-08-31,08:45,09:00,ACT053,Omega-3 Supplement #053,Omega-3 Supplement #053,Medication consumption,53,2,week,15,Self,Self,,Home,in_person,scheduled,Take after meal to improve tolerance,"Confirm dose, timing, and any meal requirement before taking it.","dose_mg, adherence",Follow clinician-approved missed-dose guidance and log the missed dose.,Primary activity scheduled.
2026-08-31,09:00,09:30,ACT062,Hydration Protocol #062,Hydration Protocol #062,Food consumption,62,2,week,30,Self,Self,,Home,in_person,scheduled,Drink 500ml water with electrolytes,Prepare or order the meal according to the assigned nutrition guideline.,"water_ml, electrolyte_serving",Return to the plan at the next meal and note the reason for deviation.,Primary activity scheduled.
2026-08-31,09:30,09:40,ACT078,Omega-3 Supplement #078,Omega-3 Supplement #078,Medication consumption,78,2,week,10,Self,Self,,Home,in_person,scheduled,Take after meal to improve tolerance,"Confirm dose, timing, and any meal requirement before taking it.","dose_mg, adherence",Follow clinician-approved missed-dose guidance and log the missed dose.,Primary activity scheduled.
2026-08-31,12:00,12:30,ACT032,Mediterranean Lunch #032,Mediterranean Lunch #032,Food consumption,32,2,week,30,Self,Self,,Home,in_person,scheduled,"Vegetables, lean protein, olive oil, and whole grains",Prepare or order the meal according to the assigned nutrition guideline.,"calories, fiber_g, protein_g",Return to the plan at the next meal and note the reason for deviation.,Primary activity scheduled.
2026-08-31,12:30,12:50,ACT057,Mediterranean Lunch #057,Mediterranean Lunch #057,Food consumption,57,2,week,20,Self,Self,,Home,in_person,scheduled,"Vegetables, lean protein, olive oil, and whole grains",Prepare or order the meal according to the assigned nutrition guideline.,"calories, fiber_g, protein_g",Return to the plan at the next meal and note the reason for deviation.,Primary activity scheduled.
2026-08-31,17:00,17:15,ACT011,Mobility Flow #011,Mobility Flow #011,Fitness routine / exercise,11,2,week,15,Fitness Trainer 1,Fitness Trainer,Yoga Mat,Home,in_person,scheduled,"Hip, ankle, thoracic spine, and shoulder mobility","Wear appropriate training clothes, prepare water, and confirm recovery status.","duration, pain_score, range_of_motion",Reschedule within the same week if possible; otherwise reduce next session intensity by 10%.,Primary activity scheduled.
2026-08-31,17:15,18:00,ACT056,Strength Training #056,Strength Training #056,Fitness routine / exercise,56,2,week,45,Fitness Trainer 1,Fitness Trainer,"Dumbbells, Resistance Bands",Gym,in_person,scheduled,Full-body resistance session with controlled tempo,"Wear appropriate training clothes, prepare water, and confirm recovery status.","sets, reps, load, RPE",Reschedule within the same week if possible; otherwise reduce next session intensity by 10%.,Primary activity scheduled.
2026-08-31,18:00,18:45,ACT061,Mobility Flow #061,Mobility Flow #061,Fitness routine / exercise,61,2,week,45,Fitness Trainer 1,Fitness Trainer,Yoga Mat,Home,in_person,scheduled,"Hip, ankle, thoracic spine, and shoulder mobility","Wear appropriate training clothes, prepare water, and confirm recovery status.","duration, pain_score, range_of_motion",Reschedule within the same week if possible; otherwise reduce next session intensity by 10%.,Primary activity scheduled.
2026-08-31,18:45,19:00,ACT063,Magnesium Glycinate #063,Magnesium Glycinate #063,Medication consumption,63,2,week,15,Self,Self,,Home,in_person,scheduled,Take 60 minutes before bedtime,"Confirm dose, timing, and any meal requirement before taking it.","dose_mg, sleep_quality, adherence",Follow clinician-approved missed-dose guidance and log the missed dose.,Primary activity scheduled.
2026-08-31,19:00,19:45,ACT067,Low-Glycemic Dinner #067,Low-Glycemic Dinner #067,Food consumption,67,2,week,45,Self,Self,,Home,in_person,scheduled,Control evening carbohydrate load,Prepare or order the meal according to the assigned nutrition guideline.,"carbs_g, glucose_response, sleep_quality",Return to the plan at the next meal and note the reason for deviation.,Primary activity scheduled.
2026-08-31,19:45,20:00,ACT071,Brisk Walk #071,Brisk Walk #071,Fitness routine / exercise,71,2,week,15,Fitness Trainer 1,Fitness Trainer,,Park,in_person,scheduled,Low-intensity walk after meals,"Wear appropriate training clothes, prepare water, and confirm recovery status.","steps, duration, glucose_response",Reschedule within the same week if possible; otherwise reduce next session intensity by 10%.,Primary activity scheduled.
2026-08-31,20:00,20:45,ACT072,Fermented Food Serving #072,Fermented Food Serving #072,Food consumption,72,2,week,45,Self,Self,,Home,in_person,scheduled,"Add yogurt, kimchi, kefir, or sauerkraut",Prepare or order the meal according to the assigned nutrition guideline.,"serving_size, GI_comfort_score",Return to the plan at the next meal and note the reason for deviation.,Primary activity scheduled.
2026-09-01,06:00,06:20,ACT002,High-Protein Breakfast #002,High-Protein Breakfast #002,Food consumption,2,1,week,20,Self,Self,,Home,in_person,scheduled,Consume 30-40g protein within 2 hours of waking,Prepare or order the meal according to the assigned nutrition guideline.,"protein_g, calories, satiety_score",Return to the plan at the next meal and note the reason for deviation.,Primary activity scheduled.
2026-09-01,06:30,06:50,ACT012,Hydration Protocol #012,Hydration Protocol #012,Food consumption,12,1,week,20,Self,Self,,Home,in_person,scheduled,Drink 500ml water with electrolytes,Prepare or order the meal according to the assigned nutrition guideline.,"water_ml, electrolyte_serving",Return to the plan at the next meal and note the reason for deviation.,Primary activity scheduled.
2026-09-01,07:00,08:00,ACT031,Strength Training #031,Strength Training #031,Fitness routine / exercise,31,1,week,60,Fitness Trainer 1,Fitness Trainer,"Dumbbells, Resistance Bands",Gym,in_person,scheduled,Full-body resistance session with controlled tempo,"Wear appropriate training clothes, prepare water, and confirm recovery status.","sets, reps, load, RPE",Reschedule within the same week if possible; otherwise reduce next session intensity by 10%.,Primary activity scheduled.
2026-09-01,08:00,08:20,ACT047,Fermented Food Serving #047,Fermented Food Serving #047,Food consumption,47,1,week,20,Self,Self,,Home,in_person,scheduled,"Add yogurt, kimchi, kefir, or sauerkraut",Prepare or order the meal according to the assigned nutrition guideline.,"serving_size, GI_comfort_score",Return to the plan at the next meal and note the reason for deviation.,Primary activity scheduled.
2026-09-01,08:30,08:45,ACT048,Blood Pressure Reading #048,Blood Pressure Reading #048,Medication consumption,48,1,week,15,Self,Self,Blood Pressure Cuff,Home,in_person,scheduled,Measure seated blood pressure after 5 minutes rest,"Confirm dose, timing, and any meal requirement before taking it.","systolic, diastolic, resting_hr",Follow clinician-approved missed-dose guidance and log the missed dose.,Primary activity scheduled.
2026-09-01,08:45,09:00,ACT053,Omega-3 Supplement #053,Omega-3 Supplement #053,Medication consumption,53,1,week,15,Self,Self,,Home,in_person,scheduled,Take after meal to improve tolerance,"Confirm dose, timing, and any meal requirement before taking it.","dose_mg, adherence",Follow clinician-approved missed-dose guidance and log the missed dose.,Primary activity scheduled.
2026-09-01,09:00,09:30,ACT062,Hydration Protocol #062,Hydration Protocol #062,Food consumption,62,1,week,30,Self,Self,,Home,in_person,scheduled,Drink 500ml water with electrolytes,Prepare or order the meal according to the assigned nutrition guideline.,"water_ml, electrolyte_serving",Return to the plan at the next meal and note the reason for deviation.,Primary activity scheduled.
2026-09-01,09:30,09:40,ACT078,Omega-3 Supplement #078,Omega-3 Supplement #078,Medication consumption,78,1,week,10,Self,Self,,Home,in_person,scheduled,Take after meal to improve tolerance,"Confirm dose, timing, and any meal requirement before taking it.","dose_mg, adherence",Follow clinician-approved missed-dose guidance and log the missed dose.,Primary activity scheduled.
2026-09-01,09:45,10:00,ACT093,Reschedule Dose Reminder,Glucose Monitor Check #093,Medication consumption,93,1,week,15,Self,Self,,Home,in_person,backup_used,Record fasting glucose and notes,"Confirm dose, timing, and any meal requirement before taking it.","glucose_mg_dL, fasting_hours",Follow clinician-approved missed-dose guidance and log the missed dose.,Primary activity unavailable. Used backup: Reschedule Dose Reminder.
2026-09-01,12:00,12:30,ACT032,Mediterranean Lunch #032,Mediterranean Lunch #032,Food consumption,32,1,week,30,Self,Self,,Home,in_person,scheduled,"Vegetables, lean protein, olive oil, and whole grains",Prepare or order the meal according to the assigned nutrition guideline.,"calories, fiber_g, protein_g",Return to the plan at the next meal and note the reason for deviation.,Primary activity scheduled.
2026-09-01,12:30,12:50,ACT057,Mediterranean Lunch #057,Mediterranean Lunch #057,Food consumption,57,1,week,20,Self,Self,,Home,in_person,scheduled,"Vegetables, lean protein, olive oil, and whole grains",Prepare or order the meal according to the assigned nutrition guideline.,"calories, fiber_g, protein_g",Return to the plan at the next meal and note the reason for deviation.,Primary activity scheduled.
2026-09-01,13:00,13:30,ACT086,Brisk Walk,Mobility Flow #086,Fitness routine / exercise,86,1,week,30,Self,Self,,Home,in_person,backup_used,"Hip, ankle, thoracic spine, and shoulder mobility","Wear appropriate training clothes, prepare water, and confirm recovery status.","duration, pain_score, range_of_motion",Reschedule within the same week if possible; otherwise reduce next session intensity by 10%.,Primary activity unavailable. Used backup: Brisk Walk.
2026-09-01,17:00,17:15,ACT011,Mobility Flow #011,Mobility Flow #011,Fitness routine / exercise,11,1,week,15,Fitness Trainer 1,Fitness Trainer,Yoga Mat,Home,in_person,scheduled,"Hip, ankle, thoracic spine, and shoulder mobility","Wear appropriate training clothes, prepare water, and confirm recovery status.","duration, pain_score, range_of_motion",Reschedule within the same week if possible; otherwise reduce next session intensity by 10%.,Primary activity scheduled.
2026-09-01,17:15,18:00,ACT056,Strength Training #056,Strength Training #056,Fitness routine / exercise,56,1,week,45,Fitness Trainer 1,Fitness Trainer,"Dumbbells, Resistance Bands",Gym,in_person,scheduled,Full-body resistance session with controlled tempo,"Wear appropriate training clothes, prepare water, and confirm recovery status.","sets, reps, load, RPE",Reschedule within the same week if possible; otherwise reduce next session intensity by 10%.,Primary activity scheduled.
2026-09-01,18:00,18:45,ACT061,Mobility Flow #061,Mobility Flow #061,Fitness routine / exercise,61,1,week,45,Fitness Trainer 1,Fitness Trainer,Yoga Mat,Home,in_person,scheduled,"Hip, ankle, thoracic spine, and shoulder mobility","Wear appropriate training clothes, prepare water, and confirm recovery status.","duration, pain_score, range_of_motion",Reschedule within the same week if possible; otherwise reduce next session intensity by 10%.,Primary activity scheduled.
2026-09-01,18:45,19:00,ACT063,Magnesium Glycinate #063,Magnesium Glycinate #063,Medication consumption,63,1,week,15,Self,Self,,Home,in_person,scheduled,Take 60 minutes before bedtime,"Confirm dose, timing, and any meal requirement before taking it.","dose_mg, sleep_quality, adherence",Follow clinician-approved missed-dose guidance and log the missed dose.,Primary activity scheduled.
2026-09-01,19:00,19:45,ACT067,Low-Glycemic Dinner #067,Low-Glycemic Dinner #067,Food consumption,67,1,week,45,Self,Self,,Home,in_person,scheduled,Control evening carbohydrate load,Prepare or order the meal according to the assigned nutrition guideline.,"carbs_g, glucose_response, sleep_quality",Return to the plan at the next meal and note the reason for deviation.,Primary activity scheduled.
2026-09-01,19:45,20:00,ACT071,Brisk Walk #071,Brisk Walk #071,Fitness routine / exercise,71,1,week,15,Fitness Trainer 1,Fitness Trainer,,Park,in_person,scheduled,Low-intensity walk after meals,"Wear appropriate training clothes, prepare water, and confirm recovery status.","steps, duration, glucose_response",Reschedule within the same week if possible; otherwise reduce next session intensity by 10%.,Primary activity scheduled.
2026-09-01,20:00,20:45,ACT072,Fermented Food Serving #072,Fermented Food Serving #072,Food consumption,72,1,week,45,Self,Self,,Home,in_person,scheduled,"Add yogurt, kimchi, kefir, or sauerkraut",Prepare or order the meal according to the assigned nutrition guideline.,"serving_size, GI_comfort_score",Return to the plan at the next meal and note the reason for deviation.,Primary activity scheduled.
2026-09-01,20:45,20:55,ACT098,Reschedule Dose Reminder,Blood Pressure Reading #098,Medication consumption,98,1,week,10,Self,Self,,Home,in_person,backup_used,Measure seated blood pressure after 5 minutes rest,"Confirm dose, timing, and any meal requirement before taking it.","systolic, diastolic, resting_hr",Follow clinician-approved missed-dose guidance and log the missed dose.,Primary activity unavailable. Used backup: Reschedule Dose Reminder.
2026-09-02,06:00,06:45,ACT077,High-Protein Breakfast #077,High-Protein Breakfast #077,Food consumption,77,1,week,45,Self,Self,,Home,in_person,scheduled,Consume 30-40g protein within 2 hours of waking,Prepare or order the meal according to the assigned nutrition guideline.,"protein_g, calories, satiety_score",Return to the plan at the next meal and note the reason for deviation.,Primary activity scheduled.
2026-09-02,06:45,07:15,ACT079,Breathwork,Sauna Session #079,Therapy,79,1,week,30,Self,Self,,Wellness Center,in_person,backup_used,15-20 minutes moderate heat exposure,Confirm facility availability and avoid heavy meals immediately before the session.,"duration, temperature, recovery_score",Replace with breathwork or recovery stretch and avoid stacking intense recovery sessions next day.,Primary activity unavailable. Used backup: Breathwork.
2026-09-02,07:15,07:45,ACT080,Remote Check-in,Fitness Coaching Check-in #080,Consultation,80,1,month,30,Self,Self,,Gym,in_person,backup_used,"Review training load, soreness, and next progression","Prepare recent logs, wearable data, questions, and any relevant lab results.","training_load, soreness, adherence",Use the earliest remote or in-person follow-up slot and share logs asynchronously.,Primary activity unavailable. Used backup: Remote Check-in.
2026-09-02,07:45,08:15,ACT081,Brisk Walk,Strength Training #081,Fitness routine / exercise,81,1,week,30,Self,Self,,Gym,in_person,backup_used,Full-body resistance session with controlled tempo,"Wear appropriate training clothes, prepare water, and confirm recovery status.","sets, reps, load, RPE",Reschedule within the same week if possible; otherwise reduce next session intensity by 10%.,Primary activity unavailable. Used backup: Brisk Walk.
2026-09-02,08:15,08:35,ACT082,Mediterranean Lunch #082,Mediterranean Lunch #082,Food consumption,82,1,week,20,Self,Self,,Home,in_person,scheduled,"Vegetables, lean protein, olive oil, and whole grains",Prepare or order the meal according to the assigned nutrition guideline.,"calories, fiber_g, protein_g",Return to the plan at the next meal and note the reason for deviation.,Primary activity scheduled.
2026-09-02,08:45,09:30,ACT084,Cold Plunge #084,Cold Plunge #084,Therapy,84,1,week,45,Self,Self,Cold Plunge,Wellness Center,in_person,scheduled,2-3 minutes controlled cold exposure,Confirm facility availability and avoid heavy meals immediately before the session.,"duration, temperature, stress_score",Replace with breathwork or recovery stretch and avoid stacking intense recovery sessions next day.,Primary activity scheduled.
2026-09-02,09:30,10:00,ACT085,Remote Check-in,Dietitian Consultation #085,Consultation,85,1,month,30,Self,Self,,Clinic,in_person,backup_used,Review food log and adjust macro targets,"Prepare recent logs, wearable data, questions, and any relevant lab results.","protein_g, fiber_g, weight_trend",Use the earliest remote or in-person follow-up slot and share logs asynchronously.,Primary activity unavailable. Used backup: Remote Check-in.
2026-09-02,12:00,13:00,ACT035,Dietitian Consultation #035,Dietitian Consultation #035,Consultation,35,1,month,60,Dietitian 1,Dietitian,,Clinic,in_person,scheduled,Review food log and adjust macro targets,"Prepare recent logs, wearable data, questions, and any relevant lab results.","protein_g, fiber_g, weight_trend",Use the earliest remote or in-person follow-up slot and share logs asynchronously.,Primary activity scheduled.
2026-09-02,13:00,13:30,ACT060,Dietitian Consultation #060,Dietitian Consultation #060,Consultation,60,1,month,30,Dietitian 1,Dietitian,,Clinic,in_person,scheduled,Review food log and adjust macro targets,"Prepare recent logs, wearable data, questions, and any relevant lab results.","protein_g, fiber_g, weight_trend",Use the earliest remote or in-person follow-up slot and share logs asynchronously.,Primary activity scheduled.
2026-09-02,17:00,17:45,ACT041,Eye Exercise #041,Eye Exercise #041,Fitness routine / exercise,41,1,week,45,Fitness Trainer 1,Fitness Trainer,,Home,in_person,scheduled,Near-far focus drill and 20-20-20 visual breaks,"Wear appropriate training clothes, prepare water, and confirm recovery status.","duration, eye_strain_score",Reschedule within the same week if possible; otherwise reduce next session intensity by 10%.,Primary activity scheduled.
2026-09-02,17:45,18:15,ACT044,Guided Meditation #044,Guided Meditation #044,Therapy,44,1,week,30,Health Coach 3,Health Coach,,Home,in_person,scheduled,Mindfulness session with body scan,Confirm facility availability and avoid heavy meals immediately before the session.,"duration, mood_score, sleep_quality",Replace with breathwork or recovery stretch and avoid stacking intense recovery sessions next day.,Primary activity scheduled.
2026-09-02,18:15,19:00,ACT046,Brisk Walk #046,Brisk Walk #046,Fitness routine / exercise,46,1,week,45,Fitness Trainer 1,Fitness Trainer,,Park,in_person,scheduled,Low-intensity walk after meals,"Wear appropriate training clothes, prepare water, and confirm recovery status.","steps, duration, glucose_response",Reschedule within the same week if possible; otherwise reduce next session intensity by 10%.,Primary activity scheduled.
2026-09-02,19:00,19:45,ACT049,Recovery Stretch #049,Recovery Stretch #049,Therapy,49,1,week,45,Health Coach 3,Health Coach,Yoga Mat,Home,in_person,scheduled,Parasympathetic evening stretch routine,Confirm facility availability and avoid heavy meals immediately before the session.,"duration, muscle_tightness_score",Replace with breathwork or recovery stretch and avoid stacking intense recovery sessions next day.,Primary activity scheduled.
2026-09-02,19:45,20:15,ACT074,Breathwork,Recovery Stretch #074,Therapy,74,1,week,30,Self,Self,,Home,in_person,backup_used,Parasympathetic evening stretch routine,Confirm facility availability and avoid heavy meals immediately before the session.,"duration, muscle_tightness_score",Replace with breathwork or recovery stretch and avoid stacking intense recovery sessions next day.,Primary activity unavailable. Used backup: Breathwork.
2026-09-02,20:15,20:45,ACT076,Brisk Walk,Zone 2 Run #076,Fitness routine / exercise,76,1,week,30,Self,Self,,Park,in_person,backup_used,Maintain heart rate between 120-140 bpm,"Wear appropriate training clothes, prepare water, and confirm recovery status.","heart_rate, duration, perceived_exertion",Reschedule within the same week if possible; otherwise reduce next session intensity by 10%.,Primary activity unavailable. Used backup: Brisk Walk.
2026-09-02,20:45,20:55,ACT088,Magnesium Glycinate #088,Magnesium Glycinate #088,Medication consumption,88,1,week,10,Self,Self,,Home,in_person,scheduled,Take 60 minutes before bedtime,"Confirm dose, timing, and any meal requirement before taking it.","dose_mg, sleep_quality, adherence",Follow clinician-approved missed-dose guidance and log the missed dose.,Primary activity scheduled.
2026-09-03,06:00,06:45,ACT001,Zone 2 Run #001,Zone 2 Run #001,Fitness routine / exercise,1,1,week,45,Fitness Trainer 1,Fitness Trainer,Treadmill,Park,in_person,scheduled,Maintain heart rate between 120-140 bpm,"Wear appropriate training clothes, prepare water, and confirm recovery status.","heart_rate, duration, perceived_exertion",Reschedule within the same week if possible; otherwise reduce next session intensity by 10%.,Primary activity scheduled.
2026-09-03,06:45,07:45,ACT006,Strength Training #006,Strength Training #006,Fitness routine / exercise,6,1,week,60,Fitness Trainer 1,Fitness Trainer,"Dumbbells, Resistance Bands",Gym,in_person,scheduled,Full-body resistance session with controlled tempo,"Wear appropriate training clothes, prepare water, and confirm recovery status.","sets, reps, load, RPE",Reschedule within the same week if possible; otherwise reduce next session intensity by 10%.,Primary activity scheduled.
2026-09-03,07:45,08:15,ACT016,Eye Exercise #016,Eye Exercise #016,Fitness routine / exercise,16,1,week,30,Fitness Trainer 1,Fitness Trainer,,Home,in_person,scheduled,Near-far focus drill and 20-20-20 visual breaks,"Wear appropriate training clothes, prepare water, and confirm recovery status.","duration, eye_strain_score",Reschedule within the same week if possible; otherwise reduce next session intensity by 10%.,Primary activity scheduled.
2026-09-03,08:15,09:00,ACT030,Fitness Coaching Check-in #030,Fitness Coaching Check-in #030,Consultation,30,1,month,45,Fitness Trainer 1,Fitness Trainer,,Gym,in_person,scheduled,"Review training load, soreness, and next progression","Prepare recent logs, wearable data, questions, and any relevant lab results.","training_load, soreness, adherence",Use the earliest remote or in-person follow-up slot and share logs asynchronously.,Primary activity scheduled.
2026-09-03,09:00,09:45,ACT052,High-Protein Breakfast #052,High-Protein Breakfast #052,Food consumption,52,1,week,45,Self,Self,,Home,in_person,scheduled,Consume 30-40g protein within 2 hours of waking,Prepare or order the meal according to the assigned nutrition guideline.,"protein_g, calories, satiety_score",Return to the plan at the next meal and note the reason for deviation.,Primary activity scheduled.
2026-09-03,09:45,09:55,ACT058,Vitamin D3 #058,Vitamin D3 #058,Medication consumption,58,1,week,10,Self,Self,,Home,in_person,scheduled,Take with fat-containing meal,"Confirm dose, timing, and any meal requirement before taking it.","dose_IU, adherence",Follow clinician-approved missed-dose guidance and log the missed dose.,Primary activity scheduled.
2026-09-03,12:00,12:30,ACT066,Brisk Walk,Eye Exercise #066,Fitness routine / exercise,66,1,week,30,Self,Self,,Home,in_person,backup_used,Near-far focus drill and 20-20-20 visual breaks,"Wear appropriate training clothes, prepare water, and confirm recovery status.","duration, eye_strain_score",Reschedule within the same week if possible; otherwise reduce next session intensity by 10%.,Primary activity unavailable. Used backup: Brisk Walk.
2026-09-03,12:30,12:40,ACT068,Glucose Monitor Check #068,Glucose Monitor Check #068,Medication consumption,68,1,week,10,Self,Self,Glucose Meter,Home,in_person,scheduled,Record fasting glucose and notes,"Confirm dose, timing, and any meal requirement before taking it.","glucose_mg_dL, fasting_hours",Follow clinician-approved missed-dose guidance and log the missed dose.,Primary activity scheduled.
2026-09-03,12:45,13:15,ACT070,Remote Check-in,Physician Follow-up #070,Consultation,70,1,month,30,Self,Self,,Clinic,in_person,backup_used,Review biomarkers and medication tolerance,"Prepare recent logs, wearable data, questions, and any relevant lab results.","blood_markers, symptoms, adherence",Use the earliest remote or in-person follow-up slot and share logs asynchronously.,Primary activity unavailable. Used backup: Remote Check-in.
2026-09-03,13:15,13:25,ACT073,Blood Pressure Reading #073,Blood Pressure Reading #073,Medication consumption,73,1,week,10,Self,Self,Blood Pressure Cuff,Home,in_person,scheduled,Measure seated blood pressure after 5 minutes rest,"Confirm dose, timing, and any meal requirement before taking it.","systolic, diastolic, resting_hr",Follow clinician-approved missed-dose guidance and log the missed dose.,Primary activity scheduled.
2026-09-03,17:00,17:45,ACT019,Guided Meditation #019,Guided Meditation #019,Therapy,19,1,week,45,Health Coach 3,Health Coach,,Home,in_person,scheduled,Mindfulness session with body scan,Confirm facility availability and avoid heavy meals immediately before the session.,"duration, mood_score, sleep_quality",Replace with breathwork or recovery stretch and avoid stacking intense recovery sessions next day.,Primary activity scheduled.
2026-09-03,17:45,18:30,ACT024,Recovery Stretch #024,Recovery Stretch #024,Therapy,24,1,week,45,Health Coach 3,Health Coach,Yoga Mat,Home,in_person,scheduled,Parasympathetic evening stretch routine,Confirm facility availability and avoid heavy meals immediately before the session.,"duration, muscle_tightness_score",Replace with breathwork or recovery stretch and avoid stacking intense recovery sessions next day.,Primary activity scheduled.
2026-09-03,18:30,19:15,ACT036,Mobility Flow #036,Mobility Flow #036,Fitness routine / exercise,36,1,week,45,Fitness Trainer 1,Fitness Trainer,Yoga Mat,Home,in_person,scheduled,"Hip, ankle, thoracic spine, and shoulder mobility","Wear appropriate training clothes, prepare water, and confirm recovery status.","duration, pain_score, range_of_motion",Reschedule within the same week if possible; otherwise reduce next session intensity by 10%.,Primary activity scheduled.
2026-09-03,19:15,20:00,ACT039,Breathwork #039,Breathwork #039,Therapy,39,1,week,45,Health Coach 3,Health Coach,,Home,in_person,scheduled,Box breathing or physiological sigh protocol,Confirm facility availability and avoid heavy meals immediately before the session.,"duration, stress_score, HRV",Replace with breathwork or recovery stretch and avoid stacking intense recovery sessions next day.,Primary activity scheduled.
2026-09-03,20:00,20:20,ACT042,Low-Glycemic Dinner #042,Low-Glycemic Dinner #042,Food consumption,42,1,week,20,Self,Self,,Home,in_person,scheduled,Control evening carbohydrate load,Prepare or order the meal according to the assigned nutrition guideline.,"carbs_g, glucose_response, sleep_quality",Return to the plan at the next meal and note the reason for deviation.,Primary activity scheduled.
2026-09-03,20:30,21:00,ACT064,Breathwork,Breathwork #064,Therapy,64,1,week,30,Self,Self,,Home,in_person,backup_used,Box breathing or physiological sigh protocol,Confirm facility availability and avoid heavy meals immediately before the session.,"duration, stress_score, HRV",Replace with breathwork or recovery stretch and avoid stacking intense recovery sessions next day.,Primary activity unavailable. Used backup: Breathwork.
2026-09-04,,,ACT087,Hydration Protocol #087,Hydration Protocol #087,Food consumption,87,1,week,45,Self,Self,,"Home, Office, Hotel",,unscheduled,Drink 500ml water with electrolytes,Prepare or order the meal according to the assigned nutrition guideline.,"water_ml, electrolyte_serving",Return to the plan at the next meal and note the reason for deviation.,"No feasible slot satisfied client, travel, facilitator, equipment, and conflict constraints."
2026-09-04,,,ACT089,Breathwork #089,Breathwork #089,Therapy,89,1,week,45,Health Coach,Health Coach,,"Home, Office, Hotel",,unscheduled,Box breathing or physiological sigh protocol,Confirm facility availability and avoid heavy meals immediately before the session.,"duration, stress_score, HRV",Replace with breathwork or recovery stretch and avoid stacking intense recovery sessions next day.,"No feasible slot satisfied client, travel, facilitator, equipment, and conflict constraints."
2026-09-04,,,ACT090,Physiotherapy Review #090,Physiotherapy Review #090,Consultation,90,1,month,60,Physiotherapist,Physiotherapist,Yoga Mat,"Clinic, Online",,unscheduled,Assess mobility limitation and exercise form,"Prepare recent logs, wearable data, questions, and any relevant lab results.","pain_score, range_of_motion, exercise_tolerance",Use the earliest remote or in-person follow-up slot and share logs asynchronously.,"No feasible slot satisfied client, travel, facilitator, equipment, and conflict constraints."
2026-09-04,,,ACT092,Low-Glycemic Dinner #092,Low-Glycemic Dinner #092,Food consumption,92,1,week,45,Self,Self,,"Home, Restaurant, Hotel",,unscheduled,Control evening carbohydrate load,Prepare or order the meal according to the assigned nutrition guideline.,"carbs_g, glucose_response, sleep_quality",Return to the plan at the next meal and note the reason for deviation.,"No feasible slot satisfied client, travel, facilitator, equipment, and conflict constraints."
2026-09-04,,,ACT094,Guided Meditation #094,Guided Meditation #094,Therapy,94,1,week,30,Health Coach,Health Coach,,"Home, Hotel, Office",,unscheduled,Mindfulness session with body scan,Confirm facility availability and avoid heavy meals immediately before the session.,"duration, mood_score, sleep_quality",Replace with breathwork or recovery stretch and avoid stacking intense recovery sessions next day.,"No feasible slot satisfied client, travel, facilitator, equipment, and conflict constraints."
2026-09-04,,,ACT095,Physician Follow-up #095,Physician Follow-up #095,Consultation,95,1,month,60,Physician,Physician,,"Clinic, Online",,unscheduled,Review biomarkers and medication tolerance,"Prepare recent logs, wearable data, questions, and any relevant lab results.","blood_markers, symptoms, adherence",Use the earliest remote or in-person follow-up slot and share logs asynchronously.,"No feasible slot satisfied client, travel, facilitator, equipment, and conflict constraints."
2026-09-04,,,ACT097,Fermented Food Serving #097,Fermented Food Serving #097,Food consumption,97,1,week,20,Self,Self,,"Home, Office, Hotel",,unscheduled,"Add yogurt, kimchi, kefir, or sauerkraut",Prepare or order the meal according to the assigned nutrition guideline.,"serving_size, GI_comfort_score",Return to the plan at the next meal and note the reason for deviation.,"No feasible slot satisfied client, travel, facilitator, equipment, and conflict constraints."
2026-09-04,,,ACT099,Recovery Stretch #099,Recovery Stretch #099,Therapy,99,1,week,45,Self,Self,Yoga Mat,"Home, Hotel, Gym",,unscheduled,Parasympathetic evening stretch routine,Confirm facility availability and avoid heavy meals immediately before the session.,"duration, muscle_tightness_score",Replace with breathwork or recovery stretch and avoid stacking intense recovery sessions next day.,"No feasible slot satisfied client, travel, facilitator, equipment, and conflict constraints."
